,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, FACE VALUE
1386,RAILTEL.NS,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10
1387,RAIN.NS,Rain Industries Limited,EQ,03-MAR-2008,2
1388,RAINBOW.NS,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10
1389,RAJESHEXPO.NS,Rajesh Exports Limited,EQ,09-FEB-2000,1
1390,RAJMET.NS,Rajnandini Metal Limited,BE,16-FEB-2021,1
1391,RAJRATAN.NS,Rajratan Global Wire Limited,EQ,22-MAY-2020,2
1392,RAJRILTD.NS,Raj Rayon Industries Limited,BE,16-MAR-2022,1
1393,RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10
1394,RAJTV.NS,Raj Television Network Limited,BE,16-MAR-2007,5
1395,RALLIS.NS,Rallis India Limited,EQ,01-APR-1999,1
1396,RAMANEWS.NS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10
1397,RAMAPHO.NS,Rama Phosphates Limited,EQ,05-AUG-2022,10
1398,RAMASTEEL.NS,Rama Steel Tubes Limited,EQ,19-AUG-2015,1
1399,RAMCOCEM.NS,The Ramco Cements Limited,EQ,09-APR-1997,1
1400,RAMCOIND.NS,Ramco Industries Limited,EQ,06-NOV-1996,1
1401,RAMCOSYS.NS,Ramco Systems Limited,EQ,12-APR-2000,10
1402,RAMKY.NS,Ramky Infrastructure Limited,EQ,08-OCT-2010,10
1403,RAMRAT.NS,Ram Ratna Wires Limited,EQ,29-JUL-2022,5
1404,RANASUG.NS,Rana Sugars Limited,EQ,24-FEB-2005,10
1405,RANEENGINE.NS,Rane Engine Valve Limited,EQ,24-JUN-2008,10
1406,RANEHOLDIN.NS,Rane Holdings Limited,EQ,24-SEP-1997,10
1407,RATEGAIN.NS,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1
1408,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2
1409,RATNAVEER.NS,Ratnaveer Precision Engineering Limited,EQ,11-SEP-2023,10
1410,RAYMOND.NS,Raymond Limited,EQ,18-OCT-1995,10
1411,RBA.NS,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10
1412,RBL.NS,Rane Brake Lining Limited,EQ,20-JUN-2008,10
1413,RBLBANK.NS,RBL Bank Limited,EQ,31-AUG-2016,10
1414,RBZJEWEL.NS,RBZ Jewellers Limited,EQ,27-DEC-2023,10
1415,RCF.NS,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10
1416,RECLTD.NS,REC Limited,EQ,12-MAR-2008,10
1417,REDINGTON.NS,Redington Limited,EQ,15-FEB-2007,2
1418,REDTAPE.NS,Redtape Limited,EQ,11-AUG-2023,2
1419,REFEX.NS,Refex Industries Limited,EQ,03-DEC-2009,10
1420,REGENCERAM.NS,Regency Ceramics Limited,BE,05-JUN-1996,10
1421,RELAXO.NS,Relaxo Footwears Limited,EQ,17-JUN-2011,1
1422,RELCHEMQ.NS,Reliance Chemotex Industries Limited,BE,25-MAY-2022,10
1423,RELIANCE.NS,Reliance Industries Limited,EQ,29-NOV-1995,10
1424,RELIGARE.NS,Religare Enterprises Limited,EQ,21-NOV-2007,10
1425,RELINFRA.NS,Reliance Infrastructure Limited,EQ,08-FEB-1995,10
1426,REMSONSIND.NS,Remsons Industries Limited,BE,31-JAN-1996,10
1427,RENUKA.NS,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1
1428,REPCOHOME.NS,Repco Home Finance Limited,EQ,01-APR-2013,10
1429,REPL.NS,Rudrabhishek Enterprises Limited,EQ,14-DEC-2020,10
1430,REPRO.NS,Repro India Limited,EQ,22-DEC-2005,10
1431,RESPONIND.NS,Responsive Industries Limited,EQ,29-OCT-2010,1
1432,RGL.NS,Renaissance Global Limited,EQ,12-DEC-2007,2
1433,RHFL.NS,Reliance Home Finance Limited,BE,22-SEP-2017,10
1434,RHIM.NS,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,1
1435,RHL.NS,Robust Hotels Limited,BE,25-APR-2023,10
1436,RICOAUTO.NS,Rico Auto Industries Limited,EQ,12-MAY-2003,1
1437,RIIL.NS,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10
1438,RISHABH.NS,Rishabh Instruments Limited,EQ,11-SEP-2023,10
1439,RITCO.NS,Ritco Logistics Limited,EQ,12-APR-2022,10
1440,RITES.NS,RITES Limited,EQ,02-JUL-2018,10
1441,RKDL.NS,Ravi Kumar Distilleries Limited,BE,27-DEC-2010,10
1442,RKEC.NS,RKEC Projects Limited,EQ,18-DEC-2020,10
1443,RKFORGE.NS,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2
1444,RML.NS,Rane (Madras) Limited,EQ,30-AUG-2005,10
1445,ROHLTD.NS,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10
1446,ROLEXRINGS.NS,Rolex Rings Limited,EQ,09-AUG-2021,10
1447,ROLLT.NS,Rollatainers Limited,BE,22-NOV-2016,1
1448,ROML.NS,Raj Oil Mills Limited,EQ,06-OCT-2020,10
1449,ROSSARI.NS,Rossari Biotech Limited,EQ,23-JUL-2020,2
1450,ROSSELLIND.NS,Rossell India Limited,EQ,25-SEP-2012,2
1451,ROTO.NS,Roto Pumps Limited,EQ,21-APR-2022,2
1452,ROUTE.NS,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10
1453,RPGLIFE.NS,RPG Life Sciences Limited,EQ,10-JUN-2008,8
1454,RPOWER.NS,Reliance Power Limited,BE,11-FEB-2008,10
1455,RPPINFRA.NS,R.P.P. Infra Projects Limited,BE,06-DEC-2010,10
1456,RPPL.NS,Rajshree Polypack Limited,EQ,26-NOV-2021,10
1457,RPSGVENT.NS,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10
1458,RPTECH.NS,Rashi Peripherals Limited,EQ,14-FEB-2024,5
1459,RRKABEL.NS,R R Kabel Limited,EQ,20-SEP-2023,5
1460,RSSOFTWARE.NS,R. S. Software (India) Limited,BE,19-MAY-1999,5
1461,RSWM.NS,RSWM Limited,EQ,15-FEB-1995,10
1462,RSYSTEMS.NS,R Systems International Limited,EQ,26-APR-2006,1
1463,RTNINDIA.NS,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2
1464,RTNPOWER.NS,RattanIndia Power Limited,BE,30-OCT-2009,10
1465,RUBYMILLS.NS,The Ruby Mills Limited,EQ,29-MAR-1995,5
1466,RUCHINFRA.NS,Ruchi Infrastructure Limited,BE,16-OCT-1996,1
1467,RUCHIRA.NS,Ruchira Papers Limited,EQ,20-DEC-2006,10
1468,RUPA.NS,Rupa & Company Limited,EQ,07-DEC-2011,1
1469,RUSHIL.NS,Rushil Decor Limited,EQ,07-JUL-2011,10
1470,RUSTOMJEE.NS,Keystone Realtors Limited,EQ,24-NOV-2022,10
1471,RVHL.NS,Ravinder Heights Limited,BE,18-DEC-2020,1
1472,RVNL.NS,Rail Vikas Nigam Limited,EQ,11-APR-2019,10
1473,S&SPOWER.NS,S&S Power Switchgears Limited,BE,27-SEP-1995,10
1474,SABEVENTS.NS,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,10
1475,SADBHAV.NS,Sadbhav Engineering Limited,EQ,01-MAR-2006,1
1476,SADBHIN.NS,Sadbhav Infrastructure Project Limited,BE,16-SEP-2015,10
1477,SADHNANIQ.NS,Sadhana Nitrochem Limited,EQ,05-MAY-2023,1
1478,SAFARI.NS,Safari Industries (India) Limited,EQ,12-SEP-2019,2
1479,SAGARDEEP.NS,Sagardeep Alloys Limited,BE,25-JAN-2019,10
1480,SAGCEM.NS,Sagar Cements Limited,EQ,29-JAN-2007,2
1481,SAH.NS,Sah Polymers Limited,EQ,12-JAN-2023,10
1482,SAHYADRI.NS,Sahyadri Industries Limited,EQ,06-APR-2023,10
1483,SAIL.NS,Steel Authority of India Limited,EQ,06-JUL-1995,10
1484,SAKAR.NS,Sakar Healthcare Limited,EQ,11-APR-2019,10
1485,SAKHTISUG.NS,Sakthi Sugars Limited,EQ,06-SEP-1995,10
1486,SAKSOFT.NS,Saksoft Limited,EQ,09-MAY-2005,1
1487,SAKUMA.NS,Sakuma Exports Limited,EQ,08-MAR-2006,1
1488,SALASAR.NS,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1
1489,SALONA.NS,Salona Cotspin Limited,EQ,16-JUN-2016,10
1490,SALSTEEL.NS,S.A.L. Steel Limited,BE,24-NOV-2004,10
1491,SALZERELEC.NS,Salzer Electronics Limited,EQ,02-DEC-2015,10
1492,SAMBHAAV.NS,Sambhaav Media Limited,EQ,05-JUN-1996,1
1493,SAMHI.NS,Samhi Hotels Limited,EQ,22-SEP-2023,1
1494,SAMPANN.NS,Sampann Utpadan India Limited,BE,27-JUL-2012,10
1495,SANCO.NS,Sanco Industries Limited,BZ,22-NOV-2016,10
1496,SANDESH.NS,The Sandesh Limited,EQ,26-NOV-2002,10
1497,SANDHAR.NS,Sandhar Technologies Limited,EQ,02-APR-2018,10
1498,SANDUMA.NS,Sandur Manganese & Iron Ores Limited,EQ,07-SEP-2023,10
1499,SANGAMIND.NS,Sangam (India) Limited,EQ,17-JUL-1996,10
1500,SANGHIIND.NS,Sanghi Industries Limited,EQ,10-MAY-1995,10
1501,SANGHVIMOV.NS,Sanghvi Movers Limited,EQ,24-JAN-2007,2
1502,SANGINITA.NS,Sanginita Chemicals Limited,BE,15-JUL-2019,10
1503,SANOFI.NS,Sanofi India Limited,EQ,19-MAY-2003,10
1504,SANSERA.NS,Sansera Engineering Limited,EQ,24-SEP-2021,2
1505,SAPPHIRE.NS,Sapphire Foods India Limited,EQ,18-NOV-2021,10
1506,SARDAEN.NS,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,1
1507,SAREGAMA.NS,Saregama India Limited,EQ,30-JUL-1997,1
1508,SARLAPOLY.NS,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1
1509,SARVESHWAR.NS,Sarveshwar Foods Limited,BE,08-DEC-2022,1
1510,SASKEN.NS,Sasken Technologies Limited,EQ,09-SEP-2005,10
1511,SASTASUNDR.NS,Sastasundar Ventures Limited,EQ,05-OCT-2010,10
1512,SATIA.NS,Satia Industries Limited,EQ,17-JUL-2019,1
1513,SATIN.NS,Satin Creditcare Network Limited,EQ,26-AUG-2015,10
1514,SATINDLTD.NS,Sat Industries Limited,EQ,21-NOV-2022,2
1515,SAURASHCEM.NS,Saurashtra Cement Limited,EQ,27-FEB-2024,10
1516,SBC.NS,SBC Exports Limited,EQ,23-NOV-2021,1
1517,SBCL.NS,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2
1518,SBFC.NS,SBFC Finance Limited,EQ,16-AUG-2023,10
1519,SBGLP.NS,Suratwwala Business Group Limited,EQ,10-FEB-2023,10
1520,SBICARD.NS,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10
1521,SBILIFE.NS,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10
1522,SBIN.NS,State Bank of India,EQ,01-MAR-1995,1
1523,SCHAEFFLER.NS,Schaeffler India Limited,EQ,29-NOV-2000,2
1524,SCHAND.NS,S Chand And Company Limited,EQ,09-MAY-2017,5
1525,SCHNEIDER.NS,Schneider Electric Infrastructure Limited,BE,20-MAR-2012,2
1526,SCI.NS,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10
1527,SCPL.NS,Sheetal Cool Products Limited,EQ,22-NOV-2022,10
1528,SDBL.NS,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,5
1529,SEAMECLTD.NS,Seamec Limited,BE,28-JUN-1995,10
1530,SECMARK.NS,SecMark Consultancy Limited,BE,16-OCT-2023,10
1531,SECURCRED.NS,SecUR Credentials Limited,EQ,17-OCT-2022,10
1532,SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED,BE,29-JAN-2014,5
1533,SEJALLTD.NS,Sejal Glass Limited,BE,13-DEC-2021,10
1534,SELAN.NS,Selan Exploration Technology Limited,EQ,26-SEP-2006,10
1535,SELMC.NS,SEL Manufacturing Company Limited,EQ,26-OCT-2021,10
1536,SEMAC.NS,SEMAC CONSULTANTS LIMITED,EQ,11-AUG-2005,10
1537,SENCO.NS,Senco Gold Limited,EQ,14-JUL-2023,10
1538,SEPC.NS,SEPC Limited,EQ,20-FEB-2008,10
1539,SEQUENT.NS,Sequent Scientific Limited,EQ,10-MAR-2016,2
1540,SERVOTECH.NS,Servotech Power Systems Limited,BE,02-SEP-2021,1
1541,SESHAPAPER.NS,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2
1542,SETCO.NS,Setco Automotive Limited,BE,01-JUL-2016,2
1543,SEYAIND.NS,Seya Industries Limited,BE,11-JUL-2019,10
1544,SFL.NS,Sheela Foam Limited,EQ,09-DEC-2016,5
1545,SGIL.NS,Synergy Green Industries Limited,EQ,28-JUL-2021,10
1546,SGL.NS,STL Global Limited,EQ,10-APR-2006,10
1547,SHAH.NS,Shah Metacorp Limited,BE,27-OCT-2010,1
1548,SHAHALLOYS.NS,Shah Alloys Limited,BE,16-JUN-2005,10
1549,SHAILY.NS,Shaily Engineering Plastics Limited,EQ,04-APR-2022,2
1550,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,BE,29-JAN-2015,10
1551,SHALBY.NS,Shalby Limited,EQ,15-DEC-2017,10
1552,SHALPAINTS.NS,Shalimar Paints Limited,EQ,03-MAR-2008,2
1553,SHANKARA.NS,Shankara Building Products Limited,EQ,05-APR-2017,10
1554,SHANTI.NS,Shanti Overseas (India) Limited,BE,16-SEP-2021,10
1555,SHANTIGEAR.NS,Shanthi Gears Limited,EQ,17-JAN-1996,1
1556,SHARDACROP.NS,Sharda Cropchem Limited,EQ,23-SEP-2014,10
1557,SHARDAMOTR.NS,Sharda Motor Industries Limited,EQ,03-SEP-2015,2
1558,SHAREINDIA.NS,Share India Securities Limited,EQ,21-SEP-2020,10
1559,SHEMAROO.NS,Shemaroo Entertainment Limited,EQ,01-OCT-2014,10
1560,SHILPAMED.NS,Shilpa Medicare Limited,EQ,03-DEC-2009,1
1561,SHIVALIK.NS,Shivalik Rasayan Limited,EQ,09-DEC-2021,5
1562,SHIVAMAUTO.NS,Shivam Autotech Limited,EQ,21-NOV-2006,2
1563,SHIVAMILLS.NS,Shiva Mills Limited,EQ,26-FEB-2018,10
1564,SHIVATEX.NS,Shiva Texyarn Limited,BE,26-DEC-2017,10
1565,SHK.NS,S H Kelkar and Company Limited,EQ,16-NOV-2015,10
1566,SHOPERSTOP.NS,Shoppers Stop Limited,EQ,23-MAY-2005,5
1567,SHRADHA.NS,Shradha Infraprojects Limited,BE,22-OCT-2020,5
1568,SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10
1569,SHREECEM.NS,SHREE CEMENT LIMITED,EQ,26-APR-1995,10
1570,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10
1571,SHREERAMA.NS,Shree Rama Multi-Tech Limited,BE,13-MAR-2000,5
1572,SHRENIK.NS,Shrenik Limited,BE,02-AUG-2019,1
1573,SHREYANIND.NS,Shreyans Industries Limited,EQ,06-NOV-1996,10
1574,SHREYAS.NS,Shreyas Shipping & Logistics Limited,EQ,01-MAR-1995,10
1575,SHRIPISTON.NS,Shriram Pistons & Rings Limited,EQ,02-JUN-2016,10
1576,SHRIRAMFIN.NS,Shriram Finance Limited,EQ,11-DEC-1996,10
1577,SHRIRAMPPS.NS,Shriram Properties Limited,EQ,20-DEC-2021,10
1578,SHYAMCENT.NS,Shyam Century Ferrous Limited,BE,28-JUL-2015,1
1579,SHYAMMETL.NS,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10
1580,SHYAMTEL.NS,Shyam Telecom Limited,EQ,06-NOV-2006,10
1581,SICALLOG.NS,Sical Logistics Limited,BE,12-OCT-2023,10
1582,SIEMENS.NS,Siemens Limited,EQ,06-SEP-1995,2
1583,SIGACHI.NS,Sigachi Industries Limited,EQ,15-NOV-2021,1
1584,SIGIND.NS,Signet Industries Limited,EQ,29-AUG-2018,10
1585,SIGMA.NS,Sigma Solve Limited,EQ,09-JUN-2023,10
1586,SIGNATURE.NS,Signatureglobal (India) Limited,EQ,27-SEP-2023,1
1587,SIGNPOST.NS,Signpost India Limited,EQ,14-FEB-2024,2
1588,SIKKO.NS,Sikko Industries Limited,BE,22-OCT-2021,10
1589,SIL.NS,Standard Industries Limited,BE,27-JAN-2004,5
1590,SILGO.NS,Silgo Retail Limited,BE,03-MAR-2021,10
1591,SILGO-RE.NS,Silgo Retail Limited-RE,BE,29-FEB-2024,10
1592,SILINV.NS,SIL Investments Limited,EQ,22-MAY-1996,10
1593,SILLYMONKS.NS,Silly Monks Entertainment Limited,EQ,08-JUL-2020,10
1594,SILVERTUC.NS,Silver Touch Technologies Limited,EQ,12-MAY-2022,10
1595,SIMBHALS.NS,Simbhaoli Sugars Limited,EQ,14-MAR-2016,10
1596,SIMPLEXINF.NS,Simplex Infrastructures Limited,BE,09-MAR-2004,2
1597,SINDHUTRAD.NS,Sindhu Trade Links Limited,EQ,20-JUN-2023,1
1598,SINTERCOM.NS,Sintercom India Limited,EQ,07-OCT-2020,10
1599,SIRCA.NS,Sirca Paints India Limited,EQ,22-JUL-2019,10
1600,SIS.NS,SIS LIMITED,EQ,10-AUG-2017,5
1601,SITINET.NS,Siti Networks Limited,BE,10-JAN-2007,1
1602,SIYSIL.NS,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2
1603,SJS.NS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10
1604,SJVN.NS,SJVN Limited,EQ,20-MAY-2010,10
1605,SKFINDIA.NS,SKF India Limited,EQ,27-JAN-1999,10
1606,SKIPPER.NS,Skipper Limited,EQ,27-MAY-2015,1
1607,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,EQ,14-MAR-1997,10
1608,SKYGOLD.NS,Sky Gold Limited,BE,06-JAN-2023,10
1609,SMARTLINK.NS,Smartlink Holdings Limited,EQ,11-APR-2001,2
1610,SMCGLOBAL.NS,SMC Global Securities Limited,EQ,24-FEB-2021,2
1611,SMLISUZU.NS,SML Isuzu Limited,EQ,29-AUG-2003,10
1612,SMLT.NS,Sarthak Metals Limited,BE,25-NOV-2021,10
1613,SMSLIFE.NS,SMS Lifesciences India Limited,EQ,17-AUG-2017,10
1614,SMSPHARMA.NS,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1
1615,SNOWMAN.NS,Snowman Logistics Limited,EQ,12-SEP-2014,10
1616,SOBHA.NS,Sobha Limited,EQ,20-DEC-2006,10
1617,SOFTTECH.NS,Softtech Engineers Limited,EQ,25-FEB-2022,10
1618,SOLARA.NS,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10
1619,SOLARINDS.NS,Solar Industries India Limited,EQ,03-APR-2006,2
1620,SOMANYCERA.NS,Somany Ceramics Limited,EQ,22-NOV-1995,2
1621,SOMATEX.NS,Soma Textiles & Industries Limited,EQ,14-AUG-1996,10
1622,SOMICONVEY.NS,Somi Conveyor Beltings Limited,BE,18-JUL-2016,10
1623,SONACOMS.NS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10
1624,SONAMLTD.NS,SONAM LIMITED,EQ,07-APR-2022,10
1625,SONATSOFTW.NS,Sonata Software Limited,EQ,28-JUL-1999,1
1626,SOTL.NS,Savita Oil Technologies Limited,EQ,28-JUN-1995,2
1627,SOUTHBANK.NS,The South Indian Bank Limited,EQ,08-DEC-1998,1
1628,SOUTHWEST.NS,South West Pinnacle Exploration Limited,EQ,18-APR-2019,10
1629,SPAL.NS,S. P. Apparels Limited,EQ,12-AUG-2016,10
1630,SPANDANA.NS,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10
1631,SPARC.NS,Sun Pharma Advanced Research Company Limited,BE,18-JUL-2007,1
1632,SPCENET.NS,Spacenet Enterprises India Limited,EQ,10-JAN-2017,1
1633,SPECIALITY.NS,Speciality Restaurants Limited,EQ,30-MAY-2012,10
1634,SPENCERS.NS,Spencer's Retail Limited,EQ,25-JAN-2019,5
1635,SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10
1636,SPLIL.NS,SPL Industries Limited,EQ,26-JUL-2005,10
1637,SPLPETRO.NS,Supreme Petrochem Limited,EQ,24-MAY-2022,2
1638,SPMLINFRA.NS,SPML Infra Limited,BE,14-FEB-1996,2
1639,SPORTKING.NS,Sportking India Limited,EQ,24-AUG-2022,10
1640,SPTL.NS,Sintex Plastics Technology Limited,BE,08-AUG-2017,1
1641,SPYL.NS,Shekhawati Poly-Yarn Limited,BE,12-JAN-2011,1
1642,SREEL.NS,Sreeleathers Limited,EQ,01-JAN-2014,10
1643,SRF.NS,SRF Limited,EQ,18-AUG-2003,10
1644,SRGHFL.NS,SRG Housing Finance Limited,EQ,21-AUG-2023,10
1645,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10
1646,SRPL.NS,Shree Ram Proteins Limited,BE,23-SEP-2020,1
1647,SSWL.NS,Steel Strips Wheels Limited,EQ,06-JUN-2005,1
1648,STAR.NS,Strides Pharma Science Limited,EQ,02-FEB-2000,10
1649,STARCEMENT.NS,Star Cement Limited,EQ,16-JUN-2017,1
1650,STARHEALTH.NS,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10
1651,STARPAPER.NS,Star Paper Mills Limited,EQ,13-SEP-1995,10
1652,STARTECK.NS,Starteck Finance Limited,BE,04-MAY-2022,10
1653,STCINDIA.NS,The State Trading Corporation of India Limited,EQ,01-APR-2003,10
1654,STEELCAS.NS,Steelcast Limited,EQ,23-NOV-2021,5
1655,STEELCITY.NS,Steel City Securities Limited,EQ,27-JUN-2019,10
1656,STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1
1657,STEL.NS,Stel Holdings Limited,EQ,09-FEB-2011,10
1658,STERTOOLS.NS,Sterling Tools Limited,EQ,02-FEB-2006,2
1659,STLTECH.NS,Sterlite Technologies Limited,EQ,08-DEC-2000,2
1660,STOVEKRAFT.NS,Stove Kraft Limited,EQ,05-FEB-2021,10
1661,STYLAMIND.NS,Stylam Industries Limited,EQ,02-AUG-2021,5
1662,STYRENIX.NS,Styrenix Performance Materials Limited,EQ,29-MAR-1995,10
1663,SUBEXLTD.NS,Subex Limited,EQ,05-NOV-2020,5
1664,SUBROS.NS,Subros Limited,EQ,13-JUL-2005,2
1665,SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2
1666,SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,10
1667,SULA.NS,Sula Vineyards Limited,EQ,22-DEC-2022,2
1668,SUMEETINDS.NS,Sumeet Industries Limited,BE,10-DEC-2010,10
1669,SUMICHEM.NS,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10
1670,SUMIT.NS,Sumit Woods Limited,BE,30-JUL-2019,10
1671,SUMMITSEC.NS,Summit Securities Limited,EQ,28-JAN-2011,10
1672,SUNCLAY.NS,Sundaram Clayton Limited,EQ,29-DEC-2023,5
1673,SUNDARAM.NS,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1
1674,SUNDARMFIN.NS,Sundaram Finance Limited,EQ,07-JAN-1998,10
1675,SUNDARMHLD.NS,Sundaram Finance Holdings Limited,EQ,26-MAR-2018,5
1676,SUNDRMBRAK.NS,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10
1677,SUNDRMFAST.NS,Sundram Fasteners Limited,EQ,07-JUN-2000,1
1678,SUNFLAG.NS,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10
1679,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1
1680,SUNTECK.NS,Sunteck Realty Limited,EQ,13-NOV-2009,1
1681,SUNTV.NS,Sun TV Network Limited,EQ,24-APR-2006,5
1682,SUPERHOUSE.NS,Superhouse Limited,EQ,26-SEP-2014,10
1683,SUPERSPIN.NS,Super Spinning Mills Limited,BE,08-JUL-2004,1
1684,SUPRAJIT.NS,Suprajit Engineering Limited,EQ,18-FEB-2005,1
1685,SUPREMEIND.NS,Supreme Industries Limited,EQ,19-JUL-1995,2
1686,SUPREMEINF.NS,Supreme Infrastructure India Limited,BZ,18-OCT-2007,10
1687,SUPRIYA.NS,Supriya Lifescience Limited,EQ,28-DEC-2021,2
1688,SURAJEST.NS,Suraj Estate Developers Limited,EQ,26-DEC-2023,5
1689,SURANASOL.NS,Surana Solar Limited,BE,07-JAN-2011,5
1690,SURANAT&P.NS,Surana Telecom and Power Limited,BE,22-MAY-2002,1
1691,SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10
1692,SURYAROSNI.NS,Surya Roshni Limited,EQ,10-MAY-1995,5
1693,SURYODAY.NS,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10
1694,SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1
1695,SUULD.NS,Suumaya Industries Limited,BE,19-OCT-2020,10
1696,SUVEN.NS,Suven Life Sciences Limited,BE,23-OCT-2003,1
1697,SUVENPHAR.NS,Suven Pharmaceuticals Limited,EQ,09-MAR-2020,1
1698,SUVIDHAA.NS,Suvidhaa Infoserve Limited,BE,31-MAR-2021,1
1699,SUZLON.NS,Suzlon Energy Limited,BE,19-OCT-2005,2
1700,SVLL.NS,Shree Vasu Logistics Limited,BE,21-APR-2023,10
1701,SVPGLOB.NS,SVP GLOBAL TEXTILES LIMITED,EQ,14-JUL-2021,1
1702,SWANENERGY.NS,Swan Energy Limited,EQ,29-MAY-2012,1
1703,SWARAJENG.NS,Swaraj Engines Limited,EQ,06-DEC-1995,10
1704,SWELECTES.NS,Swelect Energy Systems Limited,EQ,09-MAY-2006,10
1705,SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1
1706,SYMPHONY.NS,Symphony Limited,EQ,15-JUN-2011,2
1707,SYNCOMF.NS,Syncom Formulations (India) Limited,BE,18-NOV-2022,1
1708,SYNGENE.NS,Syngene International Limited,EQ,11-AUG-2015,10
1709,SYRMA.NS,Syrma SGS Technology Limited,EQ,26-AUG-2022,10
1710,TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10
1711,TAJGVK.NS,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2
1712,TAKE.NS,Take Solutions Limited,EQ,27-AUG-2007,1
1713,TALBROAUTO.NS,Talbros Automotive Components Limited,EQ,29-SEP-2006,2
1714,TANLA.NS,Tanla Platforms Limited,EQ,05-JAN-2007,1
1715,TARAPUR.NS,Tarapur Transformers Limited,BE,18-MAY-2010,10
1716,TARC.NS,Anant Raj Global Limited,BE,18-DEC-2020,2
1717,TARMAT.NS,Tarmat Limited,BE,09-JUL-2007,10
1718,TARSONS.NS,Tarsons Products Limited,EQ,26-NOV-2021,2
1719,TASTYBITE.NS,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10
1720,TATACHEM.NS,Tata Chemicals Limited,EQ,01-APR-1999,10
1721,TATACOMM.NS,Tata Communications Limited,EQ,12-APR-1995,10
1722,TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1
1723,TATAELXSI.NS,Tata Elxsi Limited,EQ,17-SEP-2003,10
1724,TATAINVEST.NS,Tata Investment Corporation Limited,BE,24-JUN-1998,10
1725,TATAMOTORS.NS,Tata Motors Limited,EQ,22-JUL-1998,2
1726,TATAMTRDVR.NS,Tata Motors Limited,EQ,05-NOV-2008,2
